Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2026-02-14 19:43:35 +0000,Farmer's Walk, 0,24.947580370920807,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-14 19:43:35 +0000,Sandbag Walking Lunges, 17,36.28738963043027,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-14 19:43:35 +0000,Sandbag Walking Lunges, 17,36.28738963043027,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-14 19:43:35 +0000,Sandbag Walking Lunges, 17,36.28738963043027,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-14 19:43:35 +0000,Wall Ball, 25,6.8038855557056745,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-14 19:43:35 +0000,Wall Ball, 25,6.8038855557056745,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-14 19:43:35 +0000,Wall Ball, 25,6.8038855557056745,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-14 19:43:35 +0000,Wall Ball, 25,6.8038855557056745,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Back Squat, 10,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-13 14:54:49 +0000,Back Squat, 6,61.23497000135107,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-13 14:54:49 +0000,Back Squat, 3,83.91458852036999,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-13 14:54:49 +0000,Back Squat, 8,102.05828333558512,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Back Squat, 8,102.05828333558512,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Seated Leg Curl, 8,31.751465926626484,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-13 14:54:49 +0000,Seated Leg Curl, 10,49.895160741841615,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Seated Leg Curl, 10,49.895160741841615,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Machine Hip Abductor, 10,102.05828333558512,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Machine Hip Abductor, 12,102.05828333558512,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Machine Hip Adductor, 12,90.71847407607567,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-13 14:54:49 +0000,Machine Hip Adductor, 12,97.52235963178134,0.0,0.0,0.0,0.0,false,, 1.0
